47	1790269086.210369681	00:0c:29:bf:a9:70	00:0c:29:a8:ed:ac	192.168.74.129	192.168.74.128	0x546c	False	portal.icdfa.test		
48	1790269086.210462653	00:0c:29:a8:ed:ac	00:0c:29:bf:a9:70	192.168.74.128	192.168.74.129	0x546c	True	portal.icdfa.test	192.168.74.128	0
58	1790269090.459703769	00:0c:29:bf:a9:70	00:0c:29:a8:ed:ac	192.168.74.129	192.168.74.128	0x8e98	False	portal.icdfa.test		
60	1790269090.459913464	00:0c:29:a8:ed:ac	00:0c:29:bf:a9:70	192.168.74.128	192.168.74.129	0x8e98	True	portal.icdfa.test		
62	1790269090.460475654	00:0c:29:bf:a9:70	00:0c:29:a8:ed:ac	192.168.74.129	192.168.74.128	0x8e98	False	portal.icdfa.test		
63	1790269090.460546295	00:0c:29:a8:ed:ac	00:0c:29:bf:a9:70	192.168.74.128	192.168.74.129	0x8e98	True	portal.icdfa.test		
